"date","avg","min","max"
20071210,5.8,4.6,6.5
20071211,3.8,-2.7,7.1
20071212,2.6,-2.6,5.1
20071213,0,-4.7,4.4
20071214,0.5,-3.8,3.4
20071215,1,-3,3.9
20071216,-1.8,-5.3,0.9
20071217,-0.4,-2.5,1.3
20071218,-1.4,-2.9,0.8
20071219,-3.3,-3.8,-2.5
20071220,-3.8,-4.5,-3.2
20071221,-5.2,-8.5,-3.2
20071222,-3.7,-9.6,1.8
20071223,1.6,-1.9,3.4
20071224,1.9,0.4,3.5
20071225,3.4,1.5,5.5
20071226,3,2,3.9
20071227,4.3,2.3,6.3
20071228,6.7,4.5,8.5
20071229,5.3,2.6,8.4
20071230,4.9,-1.8,7.1
20071231,-1.1,-4.6,4.3
20080101,-1.2,-4.7,0.5
20080102,-1.5,-6.6,0.9
20080103,0.1,-0.8,0.7
20080104,2,0.4,4.8
20080105,6,4.4,7.7
20080106,4.1,2,6.4
20080107,6.2,2.7,8.3
20080108,5.7,3.3,7.3
20080109,6,4.1,7
20080110,7.4,4.2,10.9
20080111,10.3,9.1,11.9
20080112,5.9,2.5,9.9
20080113,5,1.6,8.2
20080114,6,0.1,8.6
20080115,8.4,7.4,9.8
20080116,7.4,5.2,9.7
20080117,6.3,2.1,8.9
20080118,8.7,6.7,11.8
20080119,10.4,9.2,12.4
20080120,11.2,9.4,11.9
20080121,9.6,8,10.7
20080122,3.3,-0.2,8.9
20080123,5.2,0.1,8.4
20080124,7.4,3,9.4
20080125,5.6,2.1,8.2
20080126,8.1,6.2,10.9
20080127,8.2,7.2,9.6
20080128,7.6,6.6,8.8
20080129,5.8,4.5,6.7
20080130,3.5,0.9,5.1
20080131,3.4,0.4,5.9
20080201,5.5,2.8,6.9
20080202,2.7,1.3,4.8
20080203,3.2,0.7,4.9
20080204,5,2.9,8
20080205,6.7,3.1,10.5
20080206,7.1,2,10.7
20080207,4.4,-0.5,8.3
20080208,7.3,4,12.1
20080209,5.2,-2.5,13.8
20080210,3.8,-3.1,13.9
20080211,5.2,-2.2,15.2
20080212,3,-2.8,10.5
20080213,1.2,-1.2,3.6
20080214,3.2,0.7,5.2
20080215,0.6,-2.7,4.1
20080216,-2.9,-8.8,3
20080217,-1.5,-8.4,7.2
20080218,2.6,-4.4,7.1
20080219,2.3,-2,5.6
20080220,2.7,-1.5,9.9
20080221,6.5,0.9,9.4
20080222,9.9,8.9,11.2
20080223,8.7,4.1,11.4
20080224,8.8,5.8,10.5
20080225,7.2,2.1,10.2
20080226,9.6,6.2,12.3
20080227,6.3,3.5,10.2
20080228,5.9,1.8,10.3
20080229,6.8,1.2,9.7
20080301,8.3,4.4,10.7
20080302,9.1,6.4,11.5
20080303,5.2,0.6,7.6
20080304,1.7,-3.3,7.9
20080305,2.2,-3.9,6.9
20080306,6,3.1,7.6
20080307,7.1,3.9,9.3
20080308,6.7,1.9,10.8
20080309,8,4.9,9.8
20080310,7.3,4.1,9.7
20080311,7.7,5.4,10.9
20080312,7,2.9,9.9
20080313,7.2,4.7,10.9
20080314,6.7,1.3,11.3
20080315,7.1,-1.4,13.3
20080316,7.2,4.8,10.3
20080317,3.7,0.1,7.5
20080318,3.6,-1.2,8.9
20080319,3.4,0.5,7.8
20080320,3.9,0.4,8
20080321,2.7,-0.7,5.9
20080322,0.2,-3.5,4.4
20080323,-0.1,-7,5
20080324,0.9,-1.5,5.7
20080325,0.4,-1.4,4.3
20080326,2.5,-1.3,8.3
20080327,4.3,-3.5,9.8
20080328,6.9,2.5,10.5
20080329,8.8,5,12.4
20080330,9.9,8.3,15.6
20080331,8.7,1.6,13.1
20080401,8.5,0.9,13.6
20080402,8.2,6.3,11.4
20080403,7.2,5.8,9.2
20080404,7.8,4.9,10.2
20080405,7,0.9,10.3
20080406,3.7,-3.3,8.5
20080407,3,-3.6,10
20080408,2.8,-4.4,10.3
20080409,5.5,-2.1,11.7
20080410,5,-2.4,12.1
20080411,6.7,3.1,11.1
20080412,8.6,2.6,13.9
20080413,7.7,1.9,12.7
20080414,6.2,-0.8,11.1
20080415,3.4,-3,9.4
20080416,3,-4.4,9.6
20080417,5.4,-4.1,11.6
20080418,7,5.2,9.9
20080419,7.7,5,11.7
20080420,9.9,6.1,14.3
20080421,11.9,5.8,17.1
20080422,11.5,6.5,18
20080423,13.1,4.7,20.1
20080424,12.6,7.4,17.8
20080425,10.4,3.8,16.5
20080426,12.4,3.9,18.6
20080427,16.4,9.4,22.2
20080428,10.9,4,15.1
20080429,10.7,2.6,15.4
20080430,13.4,8.9,19.5
20080501,9.5,2.7,15
20080502,9.3,1.5,17
20080503,11.6,1.1,18.7
20080504,14.3,7.4,20.1
20080505,14.7,2.2,20.7
20080506,16.3,9.4,22.3
20080507,17,7.1,23.9
20080508,17.9,6.8,24.3
20080509,19.2,12.1,25.5
20080510,19.7,13.1,26.2
20080511,18.6,8.5,25.2
20080512,18.8,7.3,25.8
20080513,17.9,8.9,25.6
20080514,18.1,10.2,25.4
20080515,17.3,13.4,23.9
20080516,12.4,9.2,15.6
20080517,10.3,8.3,12.1
20080518,10.2,2.5,15.1
20080519,8.7,0,14.5
20080520,10,0,16.8
20080521,12.4,5.7,18.7
20080522,14,5.5,20.7
20080523,14.7,5.8,21.4
20080524,16.9,9.7,21.8
20080525,14.4,11.1,18.4
20080526,13.3,12.3,15.6
20080527,15.8,11.9,19.3
20080528,19.1,15.2,25.6
20080529,18.8,13.7,24.9
20080530,18.6,13.2,22.7
20080531,15.7,11.6,18.9
20080601,18.3,11.4,25.5
20080602,22.6,13.3,29.6
20080603,19.4,16.2,23.6
20080604,17.9,13.3,21.8
20080605,18,10.1,25.1
20080606,19.4,10.7,25
20080607,17.6,9.3,25.3
20080608,19.4,9.8,28
20080609,19.7,9.6,27.4
20080610,17.4,8.1,25.7
20080611,13.6,7.4,19.8
20080612,11.6,5.7,16
20080613,11,5,16.4
20080614,11.2,6.3,16.9
20080615,10.9,4.4,16.1
20080616,11.1,1.4,18.1
20080617,12.8,2.2,21
20080618,15.3,4.8,21.8
20080619,15.6,9.2,19.7
20080620,14.8,10.4,21.4
20080621,17.9,10.9,23.4
20080622,21.4,14.9,29.1
20080623,14.9,6.8,20.2
20080624,15.2,3.9,21.5
20080625,18,10.4,25
20080626,17.6,11.2,23.4
20080627,16.5,11.7,21.3
20080628,17.3,13.5,22.2
20080629,17.5,13.2,23
20080630,17,9.3,23.2
20080701,19.9,8,27.9
20080702,24.8,16.9,33.3
20080703,17.8,13.3,23.6
20080704,15.4,7.4,22.7
20080705,17.7,5.6,24.5
20080706,19.3,15.5,23.2
20080707,15.4,12.3,19.4
20080708,14.9,11.6,19.4
20080709,15.3,10.7,20.4
20080710,17.4,14.5,20.3
20080711,16.4,12.9,21.3
20080712,14.6,7.6,18.3
20080713,14.6,6.8,20.9
20080714,16.9,9.8,22.6
20080715,17.9,14.9,22.4
20080716,16.2,9.3,20.6
20080717,14.2,11.6,17.8
20080718,15.1,12.6,18
20080719,16.2,12.7,20.2
20080720,14.1,11.8,18.9
20080721,13.5,11.4,18.9
20080722,14.5,10.3,19.7
20080723,16,10.5,20.1
20080724,19.8,9.9,26.3
20080725,22.1,15.2,28.4
20080726,21.9,17.3,30.1
20080727,22.8,17,28.8
20080728,25,18.5,32
20080729,21.7,15.7,28
20080730,21.9,15,27.7
20080731,24,17.5,31
20080801,20.2,12.9,25.3
20080802,18.9,11.5,25
20080803,18.9,16.7,22.1
20080804,17.8,15.1,22.5
20080805,18.6,14.2,22.7
20080806,21.4,15.9,27.9
20080807,21.2,15.7,28.2
20080808,16.5,12.5,21.7
20080809,17.1,10.2,21.5
20080810,17.7,15.4,20.6
20080811,16.9,13.2,21.5
20080812,17.4,12.2,24.1
20080813,16.1,12.9,20.8
20080814,15.9,8.1,21.1
20080815,14.1,6.1,22
20080816,14.5,5.5,22.3
20080817,17.5,7.9,24.4
20080818,16.3,14.1,19.6
20080819,17.6,14.1,22
20080820,16.8,14.8,20.2
20080821,17,12.9,21
20080822,15.6,11.4,20.3
20080823,12.6,7.3,17
20080824,15.3,7.6,19.9
20080825,16.9,13.5,21.3
20080826,17.4,15.1,19.5
20080827,16.4,15.8,17.9
20080828,17.5,15.7,21.1
20080829,17.8,11.2,24.4
20080830,18.1,12.3,23.5
20080831,20.8,13.5,27.9
20080901,17.6,14,21.7
20080902,16.7,12.2,21.6
20080903,13.5,11.3,17.7
20080904,14.8,10.9,19
20080905,16.8,13,20.4
20080906,17.9,13.9,21.1
20080907,15.7,14.3,18.4
20080908,14.1,8.1,18.4
20080909,17.3,8.3,24.1
20080910,17.6,10.3,23.1
20080911,20.4,10.9,26.6
20080912,17.1,14.3,21.4
20080913,12.7,7.5,16.7
20080914,12.1,6.8,17.4
20080915,10.4,4.8,16.4
20080916,10.9,3.2,15.5
20080917,10.5,3.5,16
20080918,9.9,2,16.7
20080919,8.9,2.5,16.9
20080920,9.4,0.5,17.8
20080921,9.9,4.3,17
20080922,11.7,4.7,16.8
20080923,12.2,10.7,15
20080924,12.2,8.8,15.8
20080925,10.8,4,17.7
20080926,9.4,2.6,17.7
20080927,9.3,0.9,19.7
20080928,10.7,2.1,18.3
20080929,11,8.2,14.1
20080930,11.1,9.2,13
20081001,11.2,8.1,15.5
20081002,9.3,6.3,13.6
20081003,7.3,3.7,11.4
20081004,8.5,3.8,10.8
20081005,10.5,8.6,11.6
20081006,11.5,9.6,13.8
20081007,14.5,9.9,18.5
20081008,13,7.3,15.5
20081009,9.9,3.3,16.7
20081010,10.7,3,15.9
20081011,12.7,7.1,19.1
20081012,11.7,6.9,13.5
20081013,15.7,9.3,20.5
20081014,13.4,8.3,16.9
20081015,13.6,11.4,15.5
20081016,9.4,6.2,13
20081017,7.8,4.2,12.9
20081018,8.8,4,12.7
20081019,10.7,7.8,15.1
20081020,13.5,8,18.1
20081021,10.4,5.6,16.1
20081022,7.6,4.8,12
20081023,8.6,4.1,13
20081024,9.3,6.6,11
20081025,9,1.8,13.1
20081026,11.6,10,12.8
20081027,7.9,3,12.1
20081028,3.4,-1.3,9
20081029,2,-3.3,8.6
20081030,2.3,-1.4,4.1
20081031,4.4,2.2,6.1
20081101,5.8,4.5,6.6
20081102,8.1,1.6,13.5
20081103,7.9,6.6,8.9
20081104,7.6,6.5,8.9
20081105,9.4,7.9,10.3
20081106,8.8,2.3,12.7
20081107,8.2,2.8,11.5
20081108,9.7,7.7,12.8
20081109,9.9,8.5,11.5
20081110,13,10,15.2
20081111,10.5,7.5,15.8
20081112,7.8,5.9,10.8
20081113,7.3,5.5,10.3
20081114,8.4,6.5,10.3
20081115,10.6,10.1,11.2
20081116,7.5,3.2,10.7
20081117,4.9,-0.6,9.8
20081118,6,4.6,8.1
20081119,8.1,4.1,10
20081120,8.4,5.9,10.7
20081121,2.9,0,6.5
20081122,1.1,-0.5,3.9
20081123,0.2,-1.2,2.3
20081124,-1,-6.2,1.7
20081125,-0.3,-5.8,3
20081126,3.7,-0.7,5.2
20081127,5.3,4.2,6.3
20081128,3.5,1.5,4.5
20081129,1.5,-2.4,3.3
20081130,0.5,-3.1,2.4
20081201,2.3,-1.1,5
20081202,3,1,6.4
20081203,2,0.6,3
20081204,2.7,0.9,5.6
20081205,5.6,4.6,6.6
20081206,4.7,2.2,5.8
20081207,4.1,-0.3,7.8
20081208,2.1,-3,4.2
20081209,0.4,-2.1,2.7
20081210,2,-0.9,4.5
20081211,1.7,-1.3,3.7
20081212,0,-1.7,1.4
20081213,-1,-3.7,1.1
20081214,1.8,-0.9,6.2
20081215,3.1,1.3,3.8
20081216,0.4,-0.4,1.5
20081217,1.1,0.1,3
20081218,3.2,-1.2,6.3
20081219,5.3,3.1,7.7
20081220,6.9,2.2,9.8
20081221,7.9,2.5,9.6
20081222,7.5,2.1,10
20081223,4.7,3.6,5.9
20081224,5.3,2,6.8
20081225,2.4,-1.4,5.1
20081226,-1.5,-3.4,0.2
20081227,-1.9,-3.7,0.9
20081228,-2.7,-4.2,-0.3
20081229,-4.6,-8.5,-1.4
20081230,-6.5,-11.3,-0.9
20081231,-7.6,-12.5,-2.3
20090101,-1.8,-5.7,-0.1
20090102,-2,-9.7,1
20090103,-3.5,-10,1.2
20090104,1,0.1,2.3
20090105,-2.6,-7.5,0.2
20090106,-9.2,-15.4,-3.5
20090107,-5.1,-10.3,-2
20090108,-5.2,-8.8,-3.8
20090109,-9.3,-13.7,-0.9
20090110,-7.7,-14,-2.7
20090111,-1.2,-6.4,1.9
20090112,4,1.4,5.5
20090113,3.9,3.1,4.5
20090114,3.6,2.2,4.4
20090115,2,-0.8,5.5
20090116,1.1,-0.9,3
20090117,4.7,2.2,6.5
20090118,5.1,1.9,7.7
20090119,4.9,1.6,8.9
20090120,3.5,1.3,5.7
20090121,2.6,0.2,5.2
20090122,3.7,1.1,6.4
20090123,4.5,2.9,6.7
20090124,3.5,0.1,5.8
20090125,2.7,0.1,6.2
20090126,0.9,-1.2,6.1
20090127,0.6,-1.3,2.6
20090128,-1.2,-3.3,0.4
20090129,-1.1,-5.9,2.4
20090130,-0.9,-3.3,3.1
20090131,0.2,-2.3,2.3
20090201,-1.9,-3.4,-0.8
20090202,1.2,-1.4,4.4
20090203,2.2,-1.3,7.5
20090204,0.8,0.2,1.5
20090205,3.9,0.1,7.2
20090206,4.8,-1.6,10.4
20090207,0.9,-1.7,3
20090208,0.9,-1.4,4.5
20090209,1.7,-0.2,3.1
20090210,3.5,0.5,7.6
20090211,1.4,-1.6,5.1
20090212,0.6,-2.4,4.7
20090213,0.8,-1.7,2.6
20090214,-1.8,-6.4,3.6
20090215,-0.7,-7,2.1
20090216,5,1.9,6.8
20090217,2.1,-2,5.6
20090218,-1.3,-5.4,2.4
20090219,-0.1,-4.1,2.8
20090220,4.4,1.9,6.4
20090221,4.6,2.2,6.8
20090222,5.9,4.8,7.4
20090223,5.2,4.3,6.6
20090224,3.9,2.9,4.6
20090225,4.8,2.8,6.7
20090226,6.4,4.5,8.4
20090227,6.9,5.8,8.1
20090228,7.4,4.5,8.6
20090301,6.3,0,9.9
20090302,5,-0.9,8.4
20090303,5.2,-0.3,8.7
20090304,6.9,4.2,10.6
20090305,5,3.8,6.1
20090306,4.6,3.8,5.2
20090307,5.1,-0.5,8
20090308,7.1,2.8,10.8
20090309,4.7,1.8,7
20090310,4.8,3.8,5.9
20090311,5.2,-0.8,9.9
20090312,6.9,4.3,8.9
20090313,6.4,1.6,11.5
20090314,8.7,5.5,14.2
20090315,7.3,5.7,8.7
20090316,6.6,4.9,9.3
20090317,6.4,-2.5,11.9
20090318,3.3,-2.5,10.4
20090319,4.6,-2.5,11.3
20090320,2.3,-4.9,9.3
20090321,4.1,-4.1,12
20090322,7.5,1,11.8
20090323,6,1.5,8.7
20090324,3.1,-2.6,8.2
20090325,4.2,1.2,8.1
20090326,6.5,4.4,8.7
20090327,6.2,3.9,9.4
20090328,5.1,3.4,7
20090329,4.3,-2,8.3
20090330,3.6,-3.6,11.2
20090331,6,-3.3,14.3
20090401,8.9,-1.7,15.8
20090402,11.8,5.8,17.9
20090403,13.6,4.4,23.3
20090404,9.6,4.6,12.5
20090405,9.8,3.3,15.5
20090406,12.8,2.7,19.7
20090407,13.3,9.1,19
20090408,10.7,7.9,15.5
20090409,12.5,6.3,18
20090410,17.4,10.4,23.8
20090411,16,5.4,22.5
20090412,15.1,8.5,21.7
20090413,12,7.8,19.5
20090414,12.9,5.7,20.5
20090415,16.7,7.2,23.5
20090416,16.5,10.2,23.4
20090417,13.1,7.3,18.2
20090418,10.8,2.9,19
20090419,12,4.9,18.3
20090420,12.9,2.6,20.6
20090421,12.3,1.9,20.7
20090422,9.6,3.9,16
20090423,9.6,3.2,16.2
20090424,13.4,1.8,20.4
20090425,15.1,10.1,21.6
20090426,16,10,21.7
20090427,12.5,6.2,16.7
20090428,9.5,3.1,12.4
20090429,8.8,1.2,15.2
20090430,11.1,1.8,17.7
20090501,14.4,6.4,21.4
20090502,13.6,4.5,20.7
20090503,11.2,5.1,15
20090504,9.4,2.9,14.8
20090505,10.9,7.6,14.2
20090506,11.8,10.4,13.4
20090507,13.1,7.9,17.8
20090508,12.6,6.1,18.2
20090509,11.1,5,17.7
20090510,13.6,3.9,20.7
20090511,11.8,5.5,17.8
20090512,12.2,4.9,18.1
20090513,14.8,7.9,20.3
20090514,14.8,11.6,19
20090515,14,10.1,21.6
20090516,13.3,7.4,18
20090517,13.9,11.2,18.7
20090518,13.6,6.7,19.2
20090519,14.8,8.3,21.4
20090520,15.2,7.6,21.2
20090521,14.3,4.9,21.2
20090522,11.3,3.7,18.3
20090523,15.4,8.3,21.2
20090524,16.3,6.5,23.5
20090525,16.9,8.3,25
20090526,15.7,8.6,23.3
20090527,12.7,8.1,17.6
20090528,13.8,4,19.2
20090529,13.6,1.6,21.2
20090530,15.9,8.9,22.5
20090531,18,11.2,24.2
20090601,18.8,10.7,26.1
20090602,15.7,9.5,23.5
20090603,11.6,7.4,16.7
20090604,10.1,4.7,15.8
20090605,9.4,3.2,15.7
20090606,10.7,3.2,16.5
20090607,11.7,8.4,16.3
20090608,14,8.1,18.9
20090609,15,11.8,20.5
20090610,14.6,11.2,19
20090611,12,7.8,16.9
20090612,12.1,4.6,17.9
20090613,12.9,0.9,20.5
20090614,15.9,10.3,20
20090615,14.9,10.2,17.8
20090616,13.3,6.2,19
20090617,16.2,4,23
20090618,17.2,12.8,21.9
20090619,14.5,10.3,19.1
20090620,12.9,10.3,16.7
20090621,11.7,5,17.2
20090622,13.7,6,20
20090623,15.6,6.2,23
20090624,18.5,9.3,25
20090625,19.6,13.4,25.8
20090626,20.5,15,25.2
20090627,20.6,16.4,25.4
20090628,20.4,15.1,25.6
20090629,21.8,14.8,28.6
20090630,21.9,14.7,27.8
20090701,21.7,15.1,28.8
20090702,23.5,14.6,30.1
20090703,22.1,15.4,31.5
20090704,19.1,11.7,25.6
20090705,20.1,10,27.3
20090706,17.9,12.4,24.4
20090707,15.8,13,20.9
20090708,14.8,13,19
20090709,13.8,11.4,19.6
20090710,12.9,10.8,15.7
20090711,14.8,10.6,20
20090712,16.1,10.8,20.5
20090713,17.8,12.3,23.3
20090714,19.1,10.5,25.9
20090715,20.3,12.5,25.6
20090716,20.3,12,25.7
20090717,19.7,17,23.7
20090718,15.5,12.7,17.6
20090719,15.8,12.7,20
20090720,16.2,10.3,20.8
20090721,19.1,9.7,26.7
20090722,21.3,17.3,26.8
20090723,16.8,14.3,19.9
20090724,16.3,13,21.2
20090725,15.5,8.5,21
20090726,18.3,8.4,23.7
20090727,19.7,13,27.2
20090728,16,11.1,22.2
20090729,20.5,14.8,26.5
20090730,16.2,9.6,21.6
20090731,15.1,8.6,21.3
20090801,18.7,11.5,25.8
20090802,16.6,10.5,19.7
20090803,14.5,6.6,20.9
20090804,16.7,7.3,24.5
20090805,20.8,12.4,27.2
20090806,22.9,15,28.5
20090807,23.4,18.2,30.3
20090808,18.2,16.8,20.1
20090809,17.3,15.4,19.7
20090810,18.5,13.9,23.8
20090811,18.2,14.2,23.3
20090812,17.4,13.7,20.3
20090813,15.9,9.4,21.9
20090814,15.5,7,22.2
20090815,20.8,15.3,26.9
20090816,19.1,11.9,24.7
20090817,17,10.5,23.3
20090818,17.7,10.7,24.5
20090819,21.2,14.4,29.8
20090820,24.8,15.3,35.2
20090821,17.3,11.1,22.7
20090822,15.4,9.2,22.3
20090823,17.7,7.6,25.3
20090824,19.9,13.2,28
20090825,17.6,10.3,20.8
20090826,17.7,10.8,24.4
20090827,20,11.6,25.1
20090828,16.8,10.9,21.9
20090829,13.6,9,18.6
20090830,13.9,9.2,18.5
20090831,18.8,12.5,25.1
20090901,18.2,14.6,25.7
20090902,16.4,12.9,21.6
20090903,15.5,12.3,19.5
20090904,14.1,11.5,17.9
20090905,14.2,10.8,18.5
20090906,14.1,8.2,18.6
20090907,16.2,11.1,22.8
20090908,19.4,10.3,27.2
20090909,17.3,13.4,22.3
20090910,14.7,7.5,19.3
20090911,12.6,4.8,19.6
20090912,13.5,7.4,20.3
20090913,13.9,9.4,18.6
20090914,14.5,10.6,18.7
20090915,14.7,13.4,17.1
20090916,15,10.5,18.9
20090917,11.6,5.6,17.9
20090918,13.4,2.6,21.4
20090919,16.7,10.2,25
20090920,14.9,8.9,22.7
20090921,11.7,5.7,18.7
20090922,14.8,6.7,21.3
20090923,15.2,11.7,20.1
20090924,13.2,4.8,19.5
20090925,10.8,3.3,17.5
20090926,10.9,4.6,19.4
20090927,11.1,2.7,19.8
20090928,13.6,4.9,18.3
20090929,14.7,12.8,17.7
20090930,13.6,11.1,15.4
20091001,11.8,6.1,15.6
20091002,10.1,6.7,13.3
20091003,12.7,9.9,14.4
20091004,10.7,4,15
20091005,9.8,1.3,12.7
20091006,13.8,9.6,18.2
20091007,16.3,11.3,20.4
20091008,9.4,2.1,15.6
20091009,7.8,0.1,13.7
20091010,11.4,7.9,16
20091011,11.2,8.4,13.5
20091012,8.7,4.3,13.2
20091013,5.5,-2.2,12.1
20091014,1.6,-3.9,9.4
20091015,2.7,-4.9,11
20091016,8.9,1.7,13.2
20091017,6,-2.5,12.4
20091018,5.2,-2.5,11.8
20091019,7.5,3.1,11.2
20091020,6.5,1.5,12
20091021,8.1,4.7,13.2
20091022,7.4,5,9.4
20091023,9.1,2.3,14.5
20091024,11,7.6,13.3
20091025,12.9,10.8,15.7
20091026,11.7,11.1,13
20091027,10.5,5.6,12.9
20091028,10.5,6.1,15.7
20091029,11,5.6,13.6
20091030,10.4,6.3,14.6
20091031,7.7,4.6,11
20091101,11.6,8.6,14.2
20091102,9.9,5.5,13.2
20091103,7.8,3.8,11
20091104,7.9,6.1,10.3
20091105,7.8,6.1,8.9
20091106,9.1,7.5,11.4
20091107,7.7,5.2,9.6
20091108,4.2,-0.6,6.7
20091109,6.5,5.3,7.8
20091110,6.6,5.6,7.3
20091111,7.5,6,9.1
20091112,6.6,3,9.4
20091113,13,8.8,16
20091114,13.3,11.5,15.5
20091115,9.9,7.1,12.3
20091116,10.1,6.1,13.8
20091117,10.6,8.1,12.5
20091118,10.8,8,13
20091119,10.8,9.5,12.6
20091120,13.1,10.1,15.9
20091121,13.5,8.6,16.5
20091122,11.6,8.2,13.9
20091123,9.8,8.2,11.7
20091124,11.3,9.1,13.7
20091125,11.1,8.3,12.9
20091126,8.4,5.7,9.8
20091127,6.9,5.1,8.4
20091128,7.2,3.1,8.7
20091129,9.9,8.4,11.7
20091130,6.1,1.9,9.3
20091201,2.5,-3.9,7.3
20091202,4.2,-1.4,7.1
20091203,8.4,5.9,11.4
20091204,4.9,3.5,6.9
20091205,6,3.7,8.6
20091206,9.7,6.6,11.9
20091207,6.7,5.2,8.4
20091208,6.3,3.7,7.9
20091209,6.5,3.8,8.5
20091210,8.8,8.2,10
20091211,5.7,2.9,8.6
20091212,3.2,0.2,4.4
20091213,1.2,-1.2,3.2
20091214,-1.8,-4.4,0.5
20091215,-2.6,-8.3,1.3
20091216,-3.1,-8.3,-0.8
20091217,-2.1,-4.8,-0.8
20091218,-4.1,-10.4,-1.4
20091219,-10.3,-16.3,-7.5
20091220,-4.2,-8,-0.4
20091221,-2.2,-3.5,-0.8
20091222,0.8,-0.8,1.7
20091223,-0.9,-3.2,1.1
20091224,-0.7,-4.1,2.1
20091225,2.2,0.5,4.2
20091226,3.8,1.3,6.6
20091227,4,3.1,4.7
20091228,1.6,-5.3,7.2
20091229,-0.3,-2.2,1
20091230,-0.2,-0.7,0.2
20091231,-1,-1.4,-0.7
20100101,-2.9,-9.3,-0.8
20100102,-2.9,-8.3,0.1
20100103,-7,-12.8,-3.7
20100104,-4.5,-6.8,-3
20100105,-1.5,-3.1,-0.2
20100106,-4.1,-6.7,-2.8
20100107,-4.2,-9.4,-1.9
20100108,-4.5,-9.7,-2.1
20100109,-2.1,-4.3,-0.2
20100110,-0.9,-1.4,-0.3
20100111,-0.5,-0.9,0.2
20100112,-3.3,-6.2,-0.9
20100113,-4.2,-6.9,-2.3
20100114,0.1,-2.7,1.3
20100115,0.8,-0.1,1.7
20100116,0.2,-0.5,1.3
20100117,2.3,0.4,4.4
20100118,4,3.3,5
20100119,3.8,1.8,4.7
20100120,2.1,1,3.8
20100121,0.2,-2.7,2.5
20100122,-1.6,-2.6,-0.5
20100123,-2.1,-4,-0.7
20100124,-2.2,-4.4,-1
20100125,-5.9,-9.6,-4.2
20100126,-9.8,-14.6,-5
20100127,-4.1,-14.9,3.8
20100128,1.8,0,3.4
20100129,0.5,-1.8,1.6
20100130,-1.4,-4.5,0.2
20100131,0.3,-1.2,1.9
20100201,-0.4,-4.4,1.6
20100202,0.7,-2.9,3.6
20100203,0.6,-1.4,4.6
20100204,4.2,0.3,7.4
20100205,3.5,1.5,6.5
20100206,2,0.4,4.3
20100207,-0.4,-4.8,2.6
20100208,-4.7,-6.3,-3.5
20100209,-4.9,-5.7,-3.9
20100210,-4.1,-5.5,-2.4
20100211,-3.2,-5.3,-1.4
20100212,-3.7,-5.2,-2.2
20100213,-2.6,-4.2,-1.2
20100214,-4.4,-7.4,-2.3
20100215,-5.3,-11.4,-1.9
20100216,-1.4,-6.4,2.5
20100217,-1.4,-6.3,3.3
20100218,2.7,0.9,5.5
20100219,4.1,0.9,6.3
20100220,0.6,-2.7,4
20100221,0.8,-4.9,4.6
20100222,5.1,2.5,8.1
20100223,1.3,0.1,3.3
20100224,6.4,1,10.9
20100225,8.2,7.2,9.4
20100226,7.8,5.7,11.4
20100227,6.8,4.5,8.6
20100228,6.3,2.9,11.1
20100301,3.7,-0.2,7.2
20100302,2.5,-2.2,7.8
20100303,1.5,-4.8,6.7
20100304,-0.3,-4.8,6
20100305,0,-6.8,4.3
20100306,-1,-6.2,1.6
20100307,-2.6,-8.1,3.4
20100308,-1.4,-5,1.6
20100309,-1.6,-8,3.9
20100310,-0.5,-5.7,4.2
20100311,1.9,-1.9,6.1
20100312,4.3,1.9,7.2
20100313,4.7,2.2,7.7
20100314,5,2,8.4
20100315,4.5,0.1,7.5
20100316,4.1,1.1,6.4
20100317,7.8,0.4,13.9
20100318,11.4,3.8,17.1
20100319,12.9,10.6,16.2
20100320,13.2,11.3,15.8
20100321,8.7,-0.3,12.5
20100322,6.7,-2.1,12.1
20100323,9.9,5.7,14.3
20100324,12.8,6.5,19.6
20100325,15.9,10.1,21.7
20100326,9.7,7.7,13.7
20100327,9.2,5.9,12.4
20100328,8.5,6.2,12.3
20100329,9.5,7.1,12.9
20100330,11.1,5.1,17.9
20100331,7.6,4.7,12.8
20100401,4.3,1.5,7.8
20100402,8.4,2.7,13.4
20100403,8.2,6.4,11.2
20100404,7.7,5.5,12.2
20100405,8.2,3.6,12.2
20100406,11.5,5.2,16.7
20100407,13.6,7.1,20.9
20100408,8.7,0.5,13.1
20100409,8.6,-0.2,15.3
20100410,4.7,-1,9.4
20100411,4.8,-1.7,9.1
20100412,8.9,1.9,15.4
20100413,9,3.6,16.2
20100414,8.9,1.9,15
20100415,8.7,1.9,15.6
20100416,6.8,-1.5,12.8
20100417,6.6,-3.7,16.1
20100418,10.6,-0.9,19.5
20100419,8,2.4,13.7
20100420,7.9,2.2,13.8
20100421,5.8,3,10.1
20100422,5.6,-0.9,11.8
20100423,7.1,-2.8,15.1
20100424,11.1,-0.5,18.8
20100425,16.3,4.7,25.4
20100426,11.6,5.6,17.1
20100427,11.5,6.2,18.6
20100428,15,4.7,21.9
20100429,19.3,13.5,25.7
20100430,11.6,6.7,18.3
20100501,9.2,2.6,13.2
20100502,7.7,2.4,10.3
20100503,7.5,6.2,11
20100504,7.2,0.2,12.1
20100505,7,-2.3,12.9
20100506,7.9,3.5,13.3
20100507,6.5,4.1,8.7
20100508,8.6,6,11.7
20100509,8.3,2.5,12.4
